"Time of Day","Process Name","PID","Operation","Path","Result","Detail"
"16:28:26,4566390","ReadyOrNotSteam-Win64-Shipping.exe","6768","Load Image","C:\Windows\System32\IPHLPAPI.DLL","SUCCESS","Image Base: 0x7fefc1f0000, Image Size: 0x27000"
"16:28:26,4568223","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Program Files\VxKex\Kex64\WINNSI.DLL","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"16:28:26,4569291","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Windows\System32\WINNSI.DLL","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:28:26,4571984","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Windows\System32\WINNSI.DLL","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:28:26,4573909","ReadyOrNotSteam-Win64-Shipping.exe","6768","Load Image","C:\Windows\System32\winnsi.dll","SUCCESS","Image Base: 0x7fefc1e0000, Image Size: 0xb000"
"16:28:26,4576216","ReadyOrNotSteam-Win64-Shipping.exe","6768","Load Image","C:\Windows\System32\imm32.dll","SUCCESS","Image Base: 0x7fefd660000, Image Size: 0x2e000"
"16:28:26,4577523","ReadyOrNotSteam-Win64-Shipping.exe","6768","Load Image","C:\Windows\System32\msctf.dll","SUCCESS","Image Base: 0x7feff3d0000, Image Size: 0x109000"
"16:28:26,4579615","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Program Files\VxKex\Kex64\kxuia.DLL","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:28:26,4580939","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Program Files\VxKex\Kex64\kxuia.DLL","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:28:26,4582137","ReadyOrNotSteam-Win64-Shipping.exe","6768","Load Image","C:\Program Files\VxKex\Kex64\kxuia.DLL","SUCCESS","Image Base: 0x7fece840000, Image Size: 0x7000"
"16:28:26,4583916","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Program Files\VxKex\Kex64\UIAutomationCore.DLL","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"16:28:26,4585004","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Windows\System32\UIAutomationCore.DLL","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:28:26,4585694","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Windows\System32\UIAutomationCore.DLL","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:28:26,4587639","ReadyOrNotSteam-Win64-Shipping.exe","6768","Load Image","C:\Windows\System32\UIAutomationCore.dll","SUCCESS","Image Base: 0x7fef9410000, Image Size: 0xba000"
"16:28:26,4588940","ReadyOrNotSteam-Win64-Shipping.exe","6768","Load Image","C:\Windows\System32\psapi.dll","SUCCESS","Image Base: 0x77650000, Image Size: 0x7000"
"16:28:26,4590779","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Program Files\VxKex\Kex64\OLEACC.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"16:28:26,4591837","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Windows\System32\OLEACC.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:28:26,4592759","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Windows\System32\OLEACC.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:28:26,4594704","ReadyOrNotSteam-Win64-Shipping.exe","6768","Load Image","C:\Windows\System32\oleacc.dll","SUCCESS","Image Base: 0x7fef94e0000, Image Size: 0x54000"
"16:28:26,4596882","ReadyOrNotSteam-Win64-Shipping.exe","6768","Load Image","C:\Windows\System32\crypt32.dll","SUCCESS","Image Base: 0x7fefd270000, Image Size: 0x16d000"
"16:28:26,4598220","ReadyOrNotSteam-Win64-Shipping.exe","6768","Load Image","C:\Windows\System32\msasn1.dll","SUCCESS","Image Base: 0x7fefd240000, Image Size: 0xf000"
"16:28:26,4600380","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Program Files\VxKex\Kex64\winhttp.DLL","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"16:28:26,4601479","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Windows\System32\winhttp.DLL","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:28:26,4602332","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Windows\System32\winhttp.DLL","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:28:26,4603926","ReadyOrNotSteam-Win64-Shipping.exe","6768","Load Image","C:\Windows\System32\winhttp.dll","SUCCESS","Image Base: 0x7fef8700000, Image Size: 0x71000"
"16:28:26,4605851","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Program Files\VxKex\Kex64\webio.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"16:28:26,4606923","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Windows\System32\webio.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:28:26,4607834","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Windows\System32\webio.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:28:26,4609698","ReadyOrNotSteam-Win64-Shipping.exe","6768","Load Image","C:\Windows\System32\webio.dll","SUCCESS","Image Base: 0x7fef8690000, Image Size: 0x65000"
"16:28:26,4612288","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Program Files\VxKex\Kex64\OPENGL32.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"16:28:26,4613367","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Windows\System32\OPENGL32.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:28:26,4614278","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Windows\System32\OPENGL32.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:28:26,4616083","ReadyOrNotSteam-Win64-Shipping.exe","6768","Load Image","C:\Windows\System32\opengl32.dll","SUCCESS","Image Base: 0x7fed5e50000, Image Size: 0x11d000"
"16:28:26,4618060","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Program Files\VxKex\Kex64\GLU32.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"16:28:26,4624398","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Windows\System32\GLU32.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:28:26,4625483","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Windows\System32\GLU32.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:28:26,4629466","ReadyOrNotSteam-Win64-Shipping.exe","6768","Load Image","C:\Windows\System32\glu32.dll","SUCCESS","Image Base: 0x7fee8750000, Image Size: 0x2d000"
"16:28:26,4631790","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Program Files\VxKex\Kex64\DDRAW.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"16:28:26,4633135","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Windows\System32\DDRAW.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:28:26,4634234","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Windows\System32\DDRAW.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:28:26,4636220","ReadyOrNotSteam-Win64-Shipping.exe","6768","Load Image","C:\Windows\System32\ddraw.dll","SUCCESS","Image Base: 0x7fed5bb0000, Image Size: 0xf1000"
"16:28:26,4638323","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Program Files\VxKex\Kex64\DCIMAN32.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"16:28:26,4639565","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Windows\System32\DCIMAN32.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:28:26,4640504","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Windows\System32\DCIMAN32.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:28:26,4642760","ReadyOrNotSteam-Win64-Shipping.exe","6768","Load Image","C:\Windows\System32\dciman32.dll","SUCCESS","Image Base: 0x7feebae0000, Image Size: 0x8000"
"16:28:26,4645831","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Program Files\VxKex\Kex64\HID.DLL","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"16:28:26,4651238","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Windows\System32\HID.DLL","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:28:26,4652323","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Windows\System32\HID.DLL","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:28:26,4657545","ReadyOrNotSteam-Win64-Shipping.exe","6768","Load Image","C:\Windows\System32\hid.dll","SUCCESS","Image Base: 0x7fefaf40000, Image Size: 0xb000"
"16:28:26,4660173","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Program Files\VxKex\Kex64\MSVCP140.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"16:28:26,4661838","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Windows\System32\MSVCP140.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:28:26,4662726","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Windows\System32\MSVCP140.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:28:26,4664736","ReadyOrNotSteam-Win64-Shipping.exe","6768","Load Image","C:\Windows\System32\MSVCP140.dll","SUCCESS","Image Base: 0x7fecd0f0000, Image Size: 0x8d000"
"16:28:26,4668415","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Program Files\VxKex\Kex64\VCRUNTIME140.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"16:28:26,4670596","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Windows\System32\VCRUNTIME140.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:28:26,4671484","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Windows\System32\VCRUNTIME140.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:28:26,4673805","ReadyOrNotSteam-Win64-Shipping.exe","6768","Load Image","C:\Windows\System32\VCRUNTIME140.dll","SUCCESS","Image Base: 0x7feb4fa0000, Image Size: 0x1e000"
"16:28:26,4675815","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Program Files\VxKex\Kex64\api-ms-win-crt-runtime-l1-1-0.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"16:28:26,4676938","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Windows\System32\api-ms-win-crt-runtime-l1-1-0.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:28:26,4677740","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Windows\System32\api-ms-win-crt-runtime-l1-1-0.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:28:26,4680067","ReadyOrNotSteam-Win64-Shipping.exe","6768","Load Image","C:\Windows\System32\api-ms-win-crt-runtime-l1-1-0.dll","SUCCESS","Image Base: 0x7feb54e0000, Image Size: 0x4000"
"16:28:26,4682030","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Program Files\VxKex\Kex64\ucrtbase.DLL","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:28:26,4683552","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Program Files\VxKex\Kex64\ucrtbase.DLL","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:28:26,4686255","ReadyOrNotSteam-Win64-Shipping.exe","6768","Load Image","C:\Program Files\VxKex\Kex64\ucrtbase.DLL","SUCCESS","Image Base: 0x7feccff0000, Image Size: 0x100000"
"16:28:26,4692924","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Program Files\VxKex\Kex64\api-ms-win-crt-heap-l1-1-0.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"16:28:26,4694068","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Windows\System32\api-ms-win-crt-heap-l1-1-0.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:28:26,4694781","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Windows\System32\api-ms-win-crt-heap-l1-1-0.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:28:26,4696614","ReadyOrNotSteam-Win64-Shipping.exe","6768","Load Image","C:\Windows\System32\api-ms-win-crt-heap-l1-1-0.dll","SUCCESS","Image Base: 0x7feb5500000, Image Size: 0x3000"
"16:28:26,4698351","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Program Files\VxKex\Kex64\api-ms-win-crt-string-l1-1-0.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"16:28:26,4699365","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Windows\System32\api-ms-win-crt-string-l1-1-0.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
