"Time of Day","Process Name","PID","Operation","Path","Result","Detail"
"16:28:26,5911143","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","D:\ReadyOrNotNew\ReadyOrNot\Content\Paks\pakchunk2-Windows.pak","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Non-Directory File, Attributes: N, ShareMode: Read, AllocationSize: n/a, OpenResult: Opened"
"16:28:26,5912559","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","D:\ReadyOrNotNew\ReadyOrNot\Content\Paks\pakchunk2-Windows.sig","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Non-Directory File, Attributes: N, ShareMode: Read, AllocationSize: n/a, OpenResult: Opened"
"16:28:26,5918037","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","D:\ReadyOrNotNew\ReadyOrNot\Content\Paks\pakchunk2-Windows.pak","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Non-Directory File, Attributes: N, ShareMode: Read, AllocationSize: n/a, OpenResult: Opened"
"16:28:26,5966799","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","D:\ReadyOrNotNew\ReadyOrNot\Content\Paks\pakchunk19-Windows.pak","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Non-Directory File, Attributes: N, ShareMode: Read, AllocationSize: n/a, OpenResult: Opened"
"16:28:26,5968249","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","D:\ReadyOrNotNew\ReadyOrNot\Content\Paks\pakchunk19-Windows.sig","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Non-Directory File, Attributes: N, ShareMode: Read, AllocationSize: n/a, OpenResult: Opened"
"16:28:26,5974854","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","D:\ReadyOrNotNew\ReadyOrNot\Content\Paks\pakchunk19-Windows.pak","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Non-Directory File, Attributes: N, ShareMode: Read, AllocationSize: n/a, OpenResult: Opened"
"16:28:26,6001523","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","D:\ReadyOrNotNew\ReadyOrNot\Content\Paks\pakchunk18-Windows.pak","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Non-Directory File, Attributes: N, ShareMode: Read, AllocationSize: n/a, OpenResult: Opened"
"16:28:26,6002857","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","D:\ReadyOrNotNew\ReadyOrNot\Content\Paks\pakchunk18-Windows.sig","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Non-Directory File, Attributes: N, ShareMode: Read, AllocationSize: n/a, OpenResult: Opened"
"16:28:26,6007864","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","D:\ReadyOrNotNew\ReadyOrNot\Content\Paks\pakchunk18-Windows.pak","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Non-Directory File, Attributes: N, ShareMode: Read, AllocationSize: n/a, OpenResult: Opened"
"16:28:26,6028186","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","D:\ReadyOrNotNew\ReadyOrNot\Content\Paks\pakchunk17-Windows.pak","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Non-Directory File, Attributes: N, ShareMode: Read, AllocationSize: n/a, OpenResult: Opened"
"16:28:26,6029476","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","D:\ReadyOrNotNew\ReadyOrNot\Content\Paks\pakchunk17-Windows.sig","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Non-Directory File, Attributes: N, ShareMode: Read, AllocationSize: n/a, OpenResult: Opened"
"16:28:26,6035527","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","D:\ReadyOrNotNew\ReadyOrNot\Content\Paks\pakchunk17-Windows.pak","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Non-Directory File, Attributes: N, ShareMode: Read, AllocationSize: n/a, OpenResult: Opened"
"16:28:26,6059148","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","D:\ReadyOrNotNew\ReadyOrNot\Content\Paks\pakchunk16-Windows.pak","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Non-Directory File, Attributes: N, ShareMode: Read, AllocationSize: n/a, OpenResult: Opened"
"16:28:26,6060616","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","D:\ReadyOrNotNew\ReadyOrNot\Content\Paks\pakchunk16-Windows.sig","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Non-Directory File, Attributes: N, ShareMode: Read, AllocationSize: n/a, OpenResult: Opened"
"16:28:26,6065568","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","D:\ReadyOrNotNew\ReadyOrNot\Content\Paks\pakchunk16-Windows.pak","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Non-Directory File, Attributes: N, ShareMode: Read, AllocationSize: n/a, OpenResult: Opened"
"16:28:26,6084166","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","D:\ReadyOrNotNew\ReadyOrNot\Content\Paks\pakchunk15-Windows.pak","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Non-Directory File, Attributes: N, ShareMode: Read, AllocationSize: n/a, OpenResult: Opened"
"16:28:26,6085620","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","D:\ReadyOrNotNew\ReadyOrNot\Content\Paks\pakchunk15-Windows.sig","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Non-Directory File, Attributes: N, ShareMode: Read, AllocationSize: n/a, OpenResult: Opened"
"16:28:26,6093115","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","D:\ReadyOrNotNew\ReadyOrNot\Content\Paks\pakchunk15-Windows.pak","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Non-Directory File, Attributes: N, ShareMode: Read, AllocationSize: n/a, OpenResult: Opened"
"16:28:26,6131631","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","D:\ReadyOrNotNew\ReadyOrNot\Content\Paks\pakchunk14-Windows.pak","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Non-Directory File, Attributes: N, ShareMode: Read, AllocationSize: n/a, OpenResult: Opened"
"16:28:26,6133112","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","D:\ReadyOrNotNew\ReadyOrNot\Content\Paks\pakchunk14-Windows.sig","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Non-Directory File, Attributes: N, ShareMode: Read, AllocationSize: n/a, OpenResult: Opened"
"16:28:26,6138515","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","D:\ReadyOrNotNew\ReadyOrNot\Content\Paks\pakchunk14-Windows.pak","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Non-Directory File, Attributes: N, ShareMode: Read, AllocationSize: n/a, OpenResult: Opened"
"16:28:26,6162717","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","D:\ReadyOrNotNew\ReadyOrNot\Content\Paks\pakchunk13-Windows.pak","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Non-Directory File, Attributes: N, ShareMode: Read, AllocationSize: n/a, OpenResult: Opened"
"16:28:26,6164154","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","D:\ReadyOrNotNew\ReadyOrNot\Content\Paks\pakchunk13-Windows.sig","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Non-Directory File, Attributes: N, ShareMode: Read, AllocationSize: n/a, OpenResult: Opened"
"16:28:26,6168645","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","D:\ReadyOrNotNew\ReadyOrNot\Content\Paks\pakchunk13-Windows.pak","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Non-Directory File, Attributes: N, ShareMode: Read, AllocationSize: n/a, OpenResult: Opened"
"16:28:26,6191396","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","D:\ReadyOrNotNew\ReadyOrNot\Content\Paks\pakchunk12-Windows.pak","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Non-Directory File, Attributes: N, ShareMode: Read, AllocationSize: n/a, OpenResult: Opened"
"16:28:26,6192833","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","D:\ReadyOrNotNew\ReadyOrNot\Content\Paks\pakchunk12-Windows.sig","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Non-Directory File, Attributes: N, ShareMode: Read, AllocationSize: n/a, OpenResult: Opened"
"16:28:26,6197943","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","D:\ReadyOrNotNew\ReadyOrNot\Content\Paks\pakchunk12-Windows.pak","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Non-Directory File, Attributes: N, ShareMode: Read, AllocationSize: n/a, OpenResult: Opened"
"16:28:26,6219448","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","D:\ReadyOrNotNew\ReadyOrNot\Content\Paks\pakchunk11-Windows.pak","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Non-Directory File, Attributes: N, ShareMode: Read, AllocationSize: n/a, OpenResult: Opened"
"16:28:26,6220697","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","D:\ReadyOrNotNew\ReadyOrNot\Content\Paks\pakchunk11-Windows.sig","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Non-Directory File, Attributes: N, ShareMode: Read, AllocationSize: n/a, OpenResult: Opened"
"16:28:26,6225414","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","D:\ReadyOrNotNew\ReadyOrNot\Content\Paks\pakchunk11-Windows.pak","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Non-Directory File, Attributes: N, ShareMode: Read, AllocationSize: n/a, OpenResult: Opened"
"16:28:26,6254759","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","D:\ReadyOrNotNew\ReadyOrNot\Content\Paks\pakchunk10-Windows.pak","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Non-Directory File, Attributes: N, ShareMode: Read, AllocationSize: n/a, OpenResult: Opened"
"16:28:26,6256258","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","D:\ReadyOrNotNew\ReadyOrNot\Content\Paks\pakchunk10-Windows.sig","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Non-Directory File, Attributes: N, ShareMode: Read, AllocationSize: n/a, OpenResult: Opened"
"16:28:26,6261817","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","D:\ReadyOrNotNew\ReadyOrNot\Content\Paks\pakchunk10-Windows.pak","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Non-Directory File, Attributes: N, ShareMode: Read, AllocationSize: n/a, OpenResult: Opened"
"16:28:26,6297463","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","D:\ReadyOrNotNew\ReadyOrNot\Content\Paks\pakchunk1-Windows.pak","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Non-Directory File, Attributes: N, ShareMode: Read, AllocationSize: n/a, OpenResult: Opened"
"16:28:26,6298839","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","D:\ReadyOrNotNew\ReadyOrNot\Content\Paks\pakchunk1-Windows.sig","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Non-Directory File, Attributes: N, ShareMode: Read, AllocationSize: n/a, OpenResult: Opened"
"16:28:26,6308098","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","D:\ReadyOrNotNew\ReadyOrNot\Content\Paks\pakchunk1-Windows.pak","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Non-Directory File, Attributes: N, ShareMode: Read, AllocationSize: n/a, OpenResult: Opened"
"16:28:26,6440807","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","D:\ReadyOrNotNew\ReadyOrNot\Content\Paks\pakchunk0-Windows.pak","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Non-Directory File, Attributes: N, ShareMode: Read, AllocationSize: n/a, OpenResult: Opened"
"16:28:26,6442435","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","D:\ReadyOrNotNew\ReadyOrNot\Content\Paks\pakchunk0-Windows.sig","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Non-Directory File, Attributes: N, ShareMode: Read, AllocationSize: n/a, OpenResult: Opened"
"16:28:26,6468391","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","D:\ReadyOrNotNew\ReadyOrNot\Content\Paks\pakchunk0-Windows.pak","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Non-Directory File, Attributes: N, ShareMode: Read, AllocationSize: n/a, OpenResult: Opened"
"16:28:26,8015376","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","D:\ReadyOrNotNew","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:28:26,8016837","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","D:\ReadyOrNotNew\ReadyOrNot","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:28:26,8061513","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","D:\ReadyOrNotNew\ReadyOrNot\Binaries\Win64","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:28:26,8218379","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","D:\ReadyOrNotNew\ReadyOrNot\Plugins","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:28:26,8221424","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","D:\ReadyOrNotNew\ReadyOrNot\Content\Paks\pakchunk0-Windows.pak","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Non-Directory File, Attributes: N, ShareMode: Read, AllocationSize: n/a, OpenResult: Opened"
"16:28:26,8328159","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Users\Desktop\AppData\Local\ReadyOrNot\Saved\PersistentDownloadDir\HotfixForNextBoot.ini","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"16:28:26,8333569","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","D:\ReadyOrNotNew\Engine\Content\Internationalization\icudt64l\res_index.res","PATH NOT FOUND","Desired Access: Generic Read, Disposition: Open, Options: Non-Directory File, Attributes: N, ShareMode: Read, AllocationSize: n/a"
"16:28:26,8342292","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","D:\ReadyOrNotNew\Engine\Content\Internationalization\icudt64l\ibm-5346_P100-1998.cnv","PATH NOT FOUND","Desired Access: Generic Read, Disposition: Open, Options: Non-Directory File, Attributes: N, ShareMode: Read, AllocationSize: n/a"
"16:28:26,8343661","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","D:\ReadyOrNotNew\Engine\Content\Internationalization\icudt64l\lang\sr_Latn_RS.res","PATH NOT FOUND","Desired Access: Generic Read, Disposition: Open, Options: Non-Directory File, Attributes: N, ShareMode: Read, AllocationSize: n/a"
"16:28:26,8344170","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","D:\ReadyOrNotNew\Engine\Content\Internationalization\icudt64l\lang\sr_Latn.res","PATH NOT FOUND","Desired Access: Generic Read, Disposition: Open, Options: Non-Directory File, Attributes: N, ShareMode: Read, AllocationSize: n/a"
"16:28:26,8344620","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","D:\ReadyOrNotNew\Engine\Content\Internationalization\icudt64l\lang\sr.res","PATH NOT FOUND","Desired Access: Generic Read, Disposition: Open, Options: Non-Directory File, Attributes: N, ShareMode: Read, AllocationSize: n/a"
"16:28:26,8345999","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","D:\ReadyOrNotNew\Engine\Content\Internationalization\icudt64l\region\sr_Latn_RS.res","PATH NOT FOUND","Desired Access: Generic Read, Disposition: Open, Options: Non-Directory File, Attributes: N, ShareMode: Read, AllocationSize: n/a"
"16:28:26,8346504","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","D:\ReadyOrNotNew\Engine\Content\Internationalization\icudt64l\region\sr_Latn.res","PATH NOT FOUND","Desired Access: Generic Read, Disposition: Open, Options: Non-Directory File, Attributes: N, ShareMode: Read, AllocationSize: n/a"
"16:28:26,8346938","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","D:\ReadyOrNotNew\Engine\Content\Internationalization\icudt64l\region\sr.res","PATH NOT FOUND","Desired Access: Generic Read, Disposition: Open, Options: Non-Directory File, Attributes: N, ShareMode: Read, AllocationSize: n/a"
"16:28:26,8348938","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","D:\ReadyOrNotNew\Engine\Content\Internationalization\icudt64l\lang\en_US_POSIX.res","PATH NOT FOUND","Desired Access: Generic Read, Disposition: Open, Options: Non-Directory File, Attributes: N, ShareMode: Read, AllocationSize: n/a"
"16:28:26,8349375","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","D:\ReadyOrNotNew\Engine\Content\Internationalization\icudt64l\lang\en_US.res","PATH NOT FOUND","Desired Access: Generic Read, Disposition: Open, Options: Non-Directory File, Attributes: N, ShareMode: Read, AllocationSize: n/a"
"16:28:26,8349866","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","D:\ReadyOrNotNew\Engine\Content\Internationalization\icudt64l\region\en_US_POSIX.res","PATH NOT FOUND","Desired Access: Generic Read, Disposition: Open, Options: Non-Directory File, Attributes: N, ShareMode: Read, AllocationSize: n/a"
"16:28:26,8350286","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","D:\ReadyOrNotNew\Engine\Content\Internationalization\icudt64l\region\en_US.res","PATH NOT FOUND","Desired Access: Generic Read, Disposition: Open, Options: Non-Directory File, Attributes: N, ShareMode: Read, AllocationSize: n/a"
"16:28:26,8351139","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","D:\ReadyOrNotNew\Engine\Content\Internationalization\icudt64l\sr_Latn_RS.res","PATH NOT FOUND","Desired Access: Generic Read, Disposition: Open, Options: Non-Directory File, Attributes: N, ShareMode: Read, AllocationSize: n/a"
"16:28:26,8351545","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","D:\ReadyOrNotNew\Engine\Content\Internationalization\icudt64l\sr_Latn.res","PATH NOT FOUND","Desired Access: Generic Read, Disposition: Open, Options: Non-Directory File, Attributes: N, ShareMode: Read, AllocationSize: n/a"
"16:28:26,8351924","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","D:\ReadyOrNotNew\Engine\Content\Internationalization\icudt64l\sr.res","PATH NOT FOUND","Desired Access: Generic Read, Disposition: Open, Options: Non-Directory File, Attributes: N, ShareMode: Read, AllocationSize: n/a"
"16:28:26,8356132","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Windows\System32\tzres.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:28:26,8357262","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Windows\System32\tzres.dll","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:28:26,8359774","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Windows\System32\tzres.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:28:26,8360709","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Windows\System32\tzres.dll","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:28:26,8392693","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Users\Desktop\AppData\Local\ReadyOrNot\Saved\Logs\CrashVideo.avi","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"16:28:26,8394116","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Users\Desktop\AppData\Local\ReadyOrNot\Saved\Logs\UEAftermathD3D12.nv-gpudmp","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"16:28:26,8400375","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","D:\ReadyOrNotNew\ReadyOrNot\Binaries\Win64","SUCCESS","Desired Access: Execute/Traverse, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, AllocationSize: n/a, OpenResult: Opened"
"16:28:26,8401505","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Users\Desktop\AppData\Local\ReadyOrNot\Saved\Logs","NAME COLLISION","Desired Access: Read Data/List Directory, Synchronize, Disposition: Create, Options: Directory, Synchronous IO Non-Alert, Open Reparse Point, Attributes: N, ShareMode: Read, Write, AllocationSize: 0"
"16:28:26,8403539","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","D:\ReadyOrNotNew\ReadyOrNot\Config\BinaryConfig.ini","PATH NOT FOUND","Desired Access: Generic Read, Disposition: Open, Options: Non-Directory File, Attributes: N, ShareMode: Read, AllocationSize: n/a"
"16:28:26,8405406","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Users\Desktop\AppData\Local\UnrealEngine\5.3\Saved\Config\Windows\Manifest.ini","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:28:26,8408471","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Users\Desktop\AppData\Local\UnrealEngine\5.3\Saved\Config\Windows\Manifest.ini","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:28:26,8409720","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Users\Desktop\AppData\Local\UnrealEngine\5.3\Saved\Config\Windows\Manifest.ini","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Non-Directory File, Attributes: N, ShareMode: Read, AllocationSize: n/a, OpenResult: Opened"
"16:28:26,8416877","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Users\Desktop\Documents","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:28:26,8504394","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Users\Desktop\AppData\Local\Unreal Engine\Engine\Config\UserEngine.ini","PATH NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"16:28:26,8505070","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Users\Desktop\Documents\Unreal Engine\Engine\Config\UserEngine.ini","PATH NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"16:28:26,8507135","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Users\Desktop\AppData\Local\ReadyOrNot\Saved\Config\Windows\Engine.ini","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:28:26,8508981","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Users\Desktop\AppData\Local\ReadyOrNot\Saved\Config\Windows\Engine.ini","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Non-Directory File, Attributes: N, ShareMode: Read, AllocationSize: n/a, OpenResult: Opened"
"16:28:26,8550647","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Users\Desktop\AppData\Local\Unreal Engine\Engine\Config\UserGame.ini","PATH NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"16:28:26,8551194","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Users\Desktop\Documents\Unreal Engine\Engine\Config\UserGame.ini","PATH NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"16:28:26,8553224","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Users\Desktop\AppData\Local\ReadyOrNot\Saved\Config\Windows\Game.ini","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:28:26,8555043","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Users\Desktop\AppData\Local\ReadyOrNot\Saved\Config\Windows\Game.ini","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Non-Directory File, Attributes: N, ShareMode: Read, AllocationSize: n/a, OpenResult: Opened"
"16:28:26,8591546","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Users\Desktop\AppData\Local\Unreal Engine\Engine\Config\UserInput.ini","PATH NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"16:28:26,8592143","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Users\Desktop\Documents\Unreal Engine\Engine\Config\UserInput.ini","PATH NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"16:28:26,8594160","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Users\Desktop\AppData\Local\ReadyOrNot\Saved\Config\Windows\Input.ini","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:28:26,8595969","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Users\Desktop\AppData\Local\ReadyOrNot\Saved\Config\Windows\Input.ini","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Non-Directory File, Attributes: N, ShareMode: Read, AllocationSize: n/a, OpenResult: Opened"
